1595954434939758500,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434940741400,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434941400200,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434945357600,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434949320200,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434953271900,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434957267600,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434961582300,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434965183700,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434969297700,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434973263100,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434977063500,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434981188200,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434984831400,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434989232700,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434993234700,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954434997208800,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954435001550700,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954435004869700,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
1595954435009131800,1595957178,-158.80010986,-1262.60009766,1409.59997559,-88.00001526,45.00000000,68.00000763
