0,1576467894464775300,1576467894464556600,0.09474599,0.17324381,0.98031098,1.45775676,-0.02402883,0.98485202,-0.17172395,0.76058125,-0.99521136,-0.00728557,0.09747365,0.31928396,
0,1576467894476296700,1576467894476155300,0.09479192,0.17328396,0.98029947,1.45780182,-0.02401295,0.98484516,-0.17176552,0.76054084,-0.99520743,-0.00725790,0.09751642,0.31930375,
0,1576467894487482900,1576467894487297500,0.09475201,0.17330137,0.98030019,1.45779634,-0.02401255,0.98484206,-0.17178333,0.76052856,-0.99521118,-0.00726269,0.09747714,0.31930482,
0,1576467894498559900,1576467894498445200,0.09474120,0.17328550,0.98030412,1.45777154,-0.02406524,0.98484445,-0.17176232,0.76052415,-0.99521095,-0.00731830,0.09747550,0.31923294,
0,1576467894509542800,1576467894509377400,0.09473768,0.17330270,0.98030144,1.45780039,-0.02407237,0.98484135,-0.17177892,0.76059282,-0.99521112,-0.00732424,0.09747338,0.31921136,
0,1576467894520354600,1576467894520191100,0.09474179,0.17332144,0.98029774,1.45783114,-0.02407337,0.98483807,-0.17179763,0.76059282,-0.99521065,-0.00732265,0.09747779,0.31921887,
0,1576467894531339200,1576467894531214500,0.09473187,0.17332377,0.98029822,1.45783877,-0.02406641,0.98483771,-0.17180070,0.76058698,-0.99521184,-0.00731727,0.09746677,0.31924045,
0,1576467894542368600,1576467894542190600,0.09473333,0.17333272,0.98029649,1.45787168,-0.02406965,0.98483610,-0.17180938,0.76064897,-0.99521160,-0.00731932,0.09746888,0.31922102,
0,1576467894553459100,1576467894553309100,0.09471226,0.17332034,0.98030072,1.45782328,-0.02406451,0.98483831,-0.17179759,0.76065063,-0.99521375,-0.00731912,0.09744719,0.31921196,
0,1576467894564176900,1576467894564011000,0.09472877,0.17330849,0.98030120,1.45780873,-0.02410562,0.98484010,-0.17178154,0.76065314,-0.99521118,-0.00735812,0.09747037,0.31914353,
0,1576467894575162300,1576467894575034100,0.09473512,0.17332017,0.98029852,1.45780611,-0.02410812,0.98483807,-0.17179300,0.76065516,-0.99521053,-0.00735832,0.09747717,0.31913567,
0,1576467894586206200,1576467894586056200,0.09475538,0.17333296,0.98029435,1.45784044,-0.02411956,0.98483574,-0.17180456,0.76064968,-0.99520826,-0.00736487,0.09749916,0.31913137,
0,1576467894597076800,1576467894596903700,0.09474313,0.17335746,0.98029119,1.45787501,-0.02406249,0.98483187,-0.17183486,0.76064265,-0.99521089,-0.00730808,0.09747747,0.31924558,
0,1576467894608130300,1576467894607976400,0.09472972,0.17336090,0.98029190,1.45785236,-0.02405142,0.98483133,-0.17183949,0.76059079,-0.99521238,-0.00729910,0.09746236,0.31926286,
0,1576467894619118100,1576467894618959600,0.09475031,0.17333771,0.98029399,1.45787168,-0.02405664,0.98483539,-0.17181554,0.76058936,-0.99521029,-0.00730301,0.09748337,0.31927085,
