0,1576467174390561800,1576467174390419100,0.09416738,0.17697017,0.97970092,1.45969176,-0.02387573,0.98419225,-0.17548656,0.75977230,-0.99526995,-0.00686596,0.09690413,0.31838620,
0,1576467174402494300,1576467174402313100,0.09415835,0.17696607,0.97970259,1.45968437,-0.02384250,0.98419321,-0.17548575,0.75978124,-0.99527168,-0.00683511,0.09688935,0.31838286,
0,1576467174413476800,1576467174413320100,0.09416500,0.17696096,0.97970283,1.45968962,-0.02382571,0.98419428,-0.17548220,0.75978470,-0.99527138,-0.00681784,0.09689289,0.31840086,
0,1576467174425325300,1576467174425204500,0.09417406,0.17693363,0.97970688,1.45968127,-0.02382706,0.98419917,-0.17545456,0.75977242,-0.99527049,-0.00682027,0.09690183,0.31839848,
0,1576467174436361300,1576467174436146300,0.09418949,0.17697966,0.97969705,1.45973015,-0.02385389,0.98419076,-0.17549808,0.75972366,-0.99526840,-0.00683952,0.09692210,0.31835055,
0,1576467174447613800,1576467174447481900,0.09417456,0.17697272,0.97969985,1.45975614,-0.02381189,0.98419225,-0.17549530,0.75972009,-0.99527085,-0.00680131,0.09689996,0.31842566,
0,1576467174459227600,1576467174459071100,0.09420350,0.17696971,0.97969753,1.45974541,-0.02381498,0.98419279,-0.17549178,0.75969696,-0.99526805,-0.00679954,0.09692898,0.31842852,
0,1576467174470253100,1576467174469997300,0.09417686,0.17694864,0.97970390,1.45970201,-0.02378452,0.98419678,-0.17547376,0.75973415,-0.99527133,-0.00677622,0.09689721,0.31845474,
0,1576467174481122000,1576467174480977000,0.09418556,0.17694664,0.97970343,1.45968556,-0.02381648,0.98419690,-0.17546856,0.75973439,-0.99526972,-0.00680649,0.09691143,0.31841469,
0,1576467174492104800,1576467174491951700,0.09418598,0.17696017,0.97970104,1.45968127,-0.02383056,0.98419440,-0.17548080,0.75973403,-0.99526930,-0.00681899,0.09691435,0.31840873,
0,1576467174503107700,1576467174502953900,0.09418914,0.17696103,0.97970051,1.45966315,-0.02381037,0.98419440,-0.17548361,0.75974512,-0.99526948,-0.00679838,0.09691390,0.31841290,
0,1576467174514092500,1576467174513950200,0.09419775,0.17696939,0.97969818,1.45967340,-0.02379854,0.98419297,-0.17549311,0.75976443,-0.99526894,-0.00678432,0.09692040,0.31843913,
0,1576467174525059900,1576467174524866500,0.09420183,0.17696625,0.97969836,1.45967746,-0.02381972,0.98419338,-0.17548786,0.75976849,-0.99526811,-0.00680486,0.09692812,0.31843877,
0,1576467174535949500,1576467174535808100,0.09419718,0.17696998,0.97969806,1.45966721,-0.02382234,0.98419273,-0.17549138,0.75977612,-0.99526846,-0.00680790,0.09692404,0.31844175,
0,1576467174547435100,1576467174547192300,0.09419507,0.17697811,0.97969687,1.45965791,-0.02382867,0.98419118,-0.17549893,0.75978327,-0.99526846,-0.00681374,0.09692311,0.31843448,
0,1576467174559201400,1576467174558980300,0.09419069,0.17698212,0.97969651,1.45964098,-0.02382400,0.98419052,-0.17550343,0.75973439,-0.99526906,-0.00680950,0.09691805,0.31845140,
0,1576467174571066700,1576467174570902300,0.09418279,0.17700952,0.97969234,1.45963645,-0.02382629,0.98418558,-0.17553081,0.75973010,-0.99526972,-0.00681045,0.09691083,0.31844544,
0,1576467174583088900,1576467174582843100,0.09419870,0.17701888,0.97968912,1.45962405,-0.02385306,0.98418373,-0.17553748,0.75976253,-0.99526763,-0.00683318,0.09693128,0.31838989,
0,1576467174594987700,1576467174594822700,0.09421697,0.17703703,0.97968411,1.45963287,-0.02383966,0.98418057,-0.17555691,0.75976479,-0.99526614,-0.00681490,0.09694701,0.31838846,
0,1576467174606994400,1576467174606814300,0.09420520,0.17706589,0.97968006,1.45964432,-0.02384293,0.98417538,-0.17558566,0.75975478,-0.99526715,-0.00681737,0.09693620,0.31839550,
0,1576467174618855400,1576467174618707700,0.09421510,0.17703697,0.97968429,1.45960975,-0.02381925,0.98418075,-0.17555884,0.75971007,-0.99526685,-0.00679506,0.09694156,0.31840885,
