4,1598316181126312100,1598316181126197000,0.06317762,0.99799132,0.00470435,0.22439241,-0.01628890,0.00574420,-0.99985087,1.91818666,-0.99786949,0.06309152,0.01661915,1.01230621
4,1598316181136311200,1598316181136264900,0.06316885,0.99798977,0.00512470,0.22806430,-0.01680317,0.00619769,-0.99983966,1.91829562,-0.99786156,0.06307262,0.01716095,1.01227999
4,1598316181147735100,1598316181147697300,0.06317225,0.99799407,0.00418477,0.23199189,-0.01703960,0.00527102,-0.99984097,1.91828954,-0.99785733,0.06309080,0.01733846,1.01024556
4,1598316181156850900,1598316181156820100,0.06319317,0.99798846,0.00510423,0.23431659,-0.01663150,0.00616674,-0.99984270,1.91822469,-0.99786294,0.06309831,0.01698780,1.01165819
4,1598316181166050600,1598316181166004800,0.06320980,0.99799120,0.00429371,0.23724937,-0.01687258,0.00537025,-0.99984330,1.91814709,-0.99785781,0.06312743,0.01717820,1.01019979
4,1598316181174765300,1598316181174732900,0.06313825,0.99799269,0.00494289,0.23986161,-0.01657502,0.00600059,-0.99984467,1.91828060,-0.99786729,0.06304643,0.01692067,1.01010036
4,1598316181184174400,1598316181184129000,0.06328490,0.99798447,0.00473023,0.24186587,-0.01691338,0.00581146,-0.99984014,1.91795528,-0.99785233,0.06319472,0.01724713,1.01458168
4,1598316181192817900,1598316181192790100,0.06323770,0.99799109,0.00389467,0.24529946,-0.01653430,0.00494954,-0.99985111,1.91829967,-0.99786168,0.06316382,0.01681414,1.01246166
4,1598316181202310400,1598316181202282500,0.06347728,0.99797130,0.00493326,0.24768007,-0.01670724,0.00600510,-0.99984246,1.91802311,-0.99784362,0.06338477,0.01705459,1.01402879
4,1598316181213651400,1598316181213520800,0.06307998,0.99799991,0.00417881,0.25144362,-0.01668052,0.00524077,-0.99984717,1.91791236,-0.99786925,0.06300059,0.01697780,1.01193547
4,1598316181221976400,1598316181221948000,0.06312823,0.99799562,0.00445114,0.25382781,-0.01647687,0.00550157,-0.99984920,1.91812468,-0.99786961,0.06304535,0.01679121,1.01127172
4,1598316181231160500,1598316181231064200,0.06309730,0.99799752,0.00445503,0.25703013,-0.01695276,0.00553499,-0.99984103,1.91815758,-0.99786353,0.06301168,0.01726812,1.01088405
