4,1598294694254077300,1598294694254017400,-0.00205952,0.00548716,0.99998289,-0.77654177,-0.05945181,-0.99821681,0.00535503,1.61621332,0.99822915,-0.05943977,0.00238207,-1.04887462
4,1598294694263679600,1598294694263595700,-0.00171861,0.00548871,0.99998355,-0.77755624,-0.05952065,-0.99821258,0.00537669,1.63426328,0.99822569,-0.05951044,0.00204220,-1.04857874
4,1598294694272538600,1598294694272505000,-0.00518328,-0.00663603,0.99996465,-0.77179235,-0.11163530,-0.99372333,-0.00717327,1.65224040,0.99373579,-0.11166853,0.00440988,-1.02885699
4,1598294694281748300,1598294694281694800,-0.00421792,0.01393103,0.99989414,-0.77725673,-0.06438469,-0.99783206,0.01363071,1.64208770,0.99791628,-0.06432038,0.00510570,-1.04232502
4,1598294694290494900,1598294694290420300,-0.00428617,0.01310708,0.99990493,-0.77861434,-0.06438488,-0.99784297,0.01280406,1.66863585,0.99791598,-0.06432388,0.00512081,-1.04214704
4,1598294694299865300,1598294694299794000,-0.00421411,0.01443908,0.99988699,-0.78037214,-0.06446481,-0.99781978,0.01413754,1.70339906,0.99791116,-0.06439795,0.00513569,-1.04269004
4,1598294694308875900,1598294694308800000,-0.00123087,0.00714223,0.99997383,-0.77708304,-0.06154834,-0.99807918,0.00705294,1.73164654,0.99810344,-0.06153805,0.00166810,-1.02509141
4,1598294694317773600,1598294694317711800,-0.00388992,0.01128127,0.99992889,-0.79794365,-0.06144246,-0.99804974,0.01102105,1.65048361,0.99810314,-0.06139522,0.00457546,-1.08619237
4,1598294694326711400,1598294694326686900,-0.00445879,0.01165041,0.99992222,-0.80384934,-0.06155970,-0.99803877,0.01135396,1.67552805,0.99809349,-0.06150429,0.00516719,-1.09835362
4,1598294694335766600,1598294694335701900,-0.00344551,0.01061835,0.99993777,-0.81073916,-0.06158879,-0.99804753,0.01038606,1.70810771,0.99809575,-0.06154917,0.00409275,-1.11204243
4,1598294694344754500,1598294694344679100,-0.00087094,0.00631358,0.99997973,-0.80085123,-0.05685370,-0.99836290,0.00625385,1.71862435,0.99838221,-0.05684711,0.00122842,-1.08273780
4,1598294694353801900,1598294694353611400,0.01939538,0.03816290,0.99908340,-0.86800689,-0.07443656,-0.99644285,0.03950709,1.78418040,0.99703717,-0.07513458,-0.01648569,-1.26841545
4,1598294694362632000,1598294694362573300,0.01968849,0.03792688,0.99908656,-0.88015997,-0.07444561,-0.99645060,0.03929387,1.82674587,0.99703079,-0.07515124,-0.01679516,-1.29606080
