1598315794170986100,1598318527,1072.80432129,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.02410889
1598315794171499900,1598318527,1072.80432129,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.02410889
1598315794171780700,1598318527,1072.80432129,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.02410889
1598315794176523500,1598318527,1072.80432129,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.02410889
1598315794180521600,1598318527,1072.68737793,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.03094482
1598315794184764100,1598318527,1072.54321289,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.03771973
1598315794188297800,1598318527,1072.27563477,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.04797363
1598315794192361100,1598318527,1072.06323242,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.05480957
1598315794196397600,1598318527,1071.82348633,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.06164551
1598315794200385500,1598318527,1071.55651855,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.06848145
1598315794205016000,1598318527,1071.41284180,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.07525635
1598315794208552600,1598318527,1070.94067383,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.08209229
1598315794214375900,1598318527,1070.59191895,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.08892822
1598315794217916600,1598318527,1070.21582031,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.09570313
1598315794222512100,1598318527,1069.81237793,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.10260010
1598315794226525400,1598318527,1069.38171387,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.10937500
1598315794230490200,1598318527,1068.92382813,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.11621094
1598315794236163900,1598318527,1068.43859863,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.12304688
1598315794238522300,1598318527,1067.65966797,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.13323975
1598315794242581500,1598318527,1067.10620117,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.14007568
1598315794246405500,1598318527,1066.52551270,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.14691162
1598315794250536700,1598318527,1066.22497559,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.15026855
1598315794254470400,1598318527,1065.28234863,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.16052246
1598315794258452700,1598318527,1064.95446777,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.16394043
1598315794262524500,1598318527,1064.27832031,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.17077637
1598315794266284800,1598318527,1063.21301270,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.18096924
1598315794270391600,1598318527,1062.84423828,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.18438721
1598315794274383100,1598318527,1062.08618164,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.19122314
1598315794278304700,1598318527,1060.89807129,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.20141602
1598315794282528200,1598318527,1060.48840332,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.20825195
1598315794286329300,1598318527,1059.64855957,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.21166992
1598315794290364700,1598318527,1058.33764648,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.22192383
1598315794294596100,1598318527,1057.42968750,543.00000000,1600.00000000,90.00000000,90.00000000,90.00000000,0.22869873
