2,1576467174391453500,1576467174391314600,0.04128608,0.25937641,0.96489346,1.17450786,-0.25817448,0.93568993,-0.24047928,0.77710974,-0.96521568,-0.23918241,0.10559535,0.36839509,
2,1576467174402638600,1576467174402527900,0.04129773,0.25934482,0.96490139,1.17450142,-0.25817859,0.93569750,-0.24044544,0.77712083,-0.96521413,-0.23918700,0.10559949,0.36839616,
2,1576467174413658200,1576467174413593200,0.04131308,0.25932038,0.96490735,1.17435694,-0.25813267,0.93571591,-0.24042304,0.77714360,-0.96522576,-0.23914146,0.10559636,0.36847460,
2,1576467174425443700,1576467174425387300,0.04130146,0.25932953,0.96490532,1.17434287,-0.25818759,0.93569928,-0.24042872,0.77715659,-0.96521151,-0.23919651,0.10560143,0.36847651,
2,1576467174436550500,1576467174436425300,0.04130679,0.25931817,0.96490812,1.17432785,-0.25817615,0.93570530,-0.24041767,0.77716386,-0.96521437,-0.23918538,0.10560074,0.36848116,
2,1576467174447844400,1576467174447731000,0.04125431,0.25923571,0.96493256,1.17417049,-0.25804812,0.93575436,-0.24036430,0.77712059,-0.96525085,-0.23908299,0.10549915,0.36868632,
2,1576467174459434500,1576467174459301000,0.04124835,0.25921670,0.96493793,1.17414832,-0.25803551,0.93576181,-0.24034868,0.77711558,-0.96525449,-0.23907425,0.10548583,0.36871493,
2,1576467174470324500,1576467174470253800,0.04123807,0.25922027,0.96493745,1.17412996,-0.25807291,0.93575102,-0.24035051,0.77711797,-0.96524489,-0.23911262,0.10548630,0.36874008,
2,1576467174481268200,1576467174481169100,0.04130566,0.25920314,0.96493912,1.17413592,-0.25820214,0.93572748,-0.24030353,0.77709305,-0.96520746,-0.23922344,0.10557762,0.36854446,
2,1576467174492308500,1576467174492186600,0.04131499,0.25919995,0.96493959,1.17411566,-0.25819242,0.93573123,-0.24029925,0.77709270,-0.96520960,-0.23921213,0.10558316,0.36854863,
2,1576467174503231600,1576467174503161100,0.04131547,0.25917411,0.96494651,1.17409754,-0.25819358,0.93573743,-0.24027398,0.77708423,-0.96520931,-0.23921594,0.10557747,0.36855710,
2,1576467174514248400,1576467174514166200,0.04128543,0.25920472,0.96493959,1.17416930,-0.25817701,0.93573207,-0.24031268,0.77705824,-0.96521503,-0.23920380,0.10555276,0.36858487,
