-1071.8,-48.2,1600,0,0,0
-1071.8,-713.6,1600,0,0,0
-893.6,-891.8,1600,0,0,0
-715.4,-713.6,1600,0,0,0
-715.4,-226.4,1600,0,0,0
-537.2,-48.2,1600,0,0,0
-359,-226.4,1600,0,0,0
-359,-713.6,1600,0,0,0
-180.8,-891.8,1600,0,0,0
-2.6,-713.6,1600,0,0,0
-2.6,-226.4,1600,0,0,0
175.6,-48.2,1600,0,0,0
353.8,-226.4,1600,0,0,0
353.8,-713.6,1600,0,0,0
532,-891.8,1600,0,0,0
710.2,-713.6,1600,0,0,0
710.2,-48.2,1600,0,0,0
710.2,-48.2,1600,0,0,0
710.2,683.74,1600,0,0,0
532,861.94,1600,0,0,0
353.8,683.74,1600,0,0,0
353.8,245.26,1600,0,0,0
175.6,67.06,1600,0,0,0
-2.6,245.26,1600,0,0,0
-2.6,683.74,1600,0,0,0
-180.8,861.94,1600,0,0,0
-359,683.74,1600,0,0,0
-359,245.26,1600,0,0,0
-537.2,67.06,1600,0,0,0
-715.4,245.26,1600,0,0,0
-715.4,683.74,1600,0,0,0
-893.6,861.94,1600,0,0,0
-1071.8,683.74,1600,0,0,0
-1071.8,18.34,1600,0,0,0
