5,1597235872968066200,1597235872967948200,0.03594213,-0.00460750,-0.99934328,0.20183492,-0.99380171,0.10509833,-0.03622740,1.81608891,0.10519622,0.99445122,-0.00080150,1.02478862
5,1597235872977606700,1597235872977411300,0.03548567,-0.00456104,-0.99935979,0.20392346,-0.99383152,0.10497361,-0.03576848,1.81613100,0.10506954,0.99446464,-0.00080788,1.02462840
5,1597235872986399800,1597235872986310000,0.03554988,-0.00453097,-0.99935770,0.20543730,-0.99382728,0.10499316,-0.03582919,1.81614113,0.10508805,0.99446267,-0.00077048,1.02453780
5,1597235872995448500,1597235872995408300,0.03577583,-0.00431797,-0.99935055,0.20724916,-0.99381560,0.10503460,-0.03603154,1.81618333,0.10512196,0.99445921,-0.00053355,1.02452230
5,1597235873004646100,1597235873004581800,0.03579000,-0.00390542,-0.99935174,0.20884061,-0.99381548,0.10504540,-0.03600226,1.81620955,0.10511789,0.99445987,-0.00012171,1.02469444
5,1597235873013417900,1597235873013268200,0.03554882,-0.00427878,-0.99935883,0.21051741,-0.99382991,0.10497744,-0.03580163,1.81614864,0.10506330,0.99446547,-0.00052056,1.02476549
5,1597235873022262100,1597235873022152500,0.03578264,-0.00465077,-0.99934882,0.21207058,-0.99381644,0.10501241,-0.03607327,1.81620085,0.10511179,0.99446011,-0.00086442,1.02429557
5,1597235873031531200,1597235873031349300,0.03586148,-0.00455412,-0.99934644,0.21362603,-0.99381250,0.10502622,-0.03614153,1.81615615,0.10512216,0.99445903,-0.00075957,1.02452612
5,1597235873040279000,1597235873040224200,0.03595919,-0.00429353,-0.99934411,0.21520185,-0.99380958,0.10502948,-0.03621130,1.81612015,0.10511605,0.99445987,-0.00049019,1.02462387
5,1597235873049251100,1597235873049182400,0.03575251,-0.00430423,-0.99935144,0.21688116,-0.99382037,0.10499769,-0.03600688,1.81609929,0.10508457,0.99446321,-0.00052372,1.02464843
5,1597235873058227700,1597235873058127200,0.03587432,-0.00437850,-0.99934679,0.21832860,-0.99381691,0.10498608,-0.03613581,1.81601119,0.10507571,0.99446410,-0.00058514,1.02454925
5,1597235873067739800,1597235873067655500,0.03600319,-0.00424919,-0.99934268,0.21974099,-0.99380767,0.10503408,-0.03625041,1.81596923,0.10511906,0.99445957,-0.00044134,1.02478552
5,1597235873077040600,1597235873076984700,0.03605260,-0.00421664,-0.99934107,0.22138655,-0.99381202,0.10497738,-0.03629609,1.81588423,0.10506124,0.99446571,-0.00040585,1.02483296
5,1597235873086195200,1597235873086146400,0.03606413,-0.00403848,-0.99934143,0.22266889,-0.99381816,0.10492183,-0.03628884,1.81583512,0.10499926,0.99447238,-0.00022963,1.02499890
5,1597235873095005900,1597235873094962000,0.03600402,-0.00399297,-0.99934369,0.22420549,-0.99382591,0.10487034,-0.03622427,1.81592083,0.10494614,0.99447793,-0.00019258,1.02536511
5,1597235873104098600,1597235873104077200,0.03604100,-0.00400692,-0.99934232,0.22602713,-0.99382120,0.10490190,-0.03626250,1.81586695,0.10497820,0.99447453,-0.00020140,1.02531600
5,1597235873113028300,1597235873112971200,0.03583582,-0.00391755,-0.99935007,0.22746634,-0.99383140,0.10487910,-0.03604909,1.81601167,0.10495215,0.99447733,-0.00013497,1.02521420
5,1597235873122107800,1597235873122052600,0.03610112,-0.00387871,-0.99934065,0.22900581,-0.99381149,0.10497809,-0.03630885,1.81595922,0.10504970,0.99446702,-0.00006494,1.02530527
5,1597235873130941700,1597235873130886800,0.03594359,-0.00403953,-0.99934578,0.23063028,-0.99382812,0.10486852,-0.03616906,1.81611466,0.10494599,0.99447793,-0.00024527,1.02554727
5,1597235873140101200,1597235873139993800,0.03581725,-0.00369427,-0.99935162,0.23243773,-0.99382746,0.10493036,-0.03600718,1.81619656,0.10499533,0.99447274,0.00008684,1.02538395
5,1597235873148857900,1597235873148811900,0.03598047,-0.00373197,-0.99934560,0.23388445,-0.99380767,0.10506088,-0.03617344,1.81614983,0.10512711,0.99445879,0.00007129,1.02531576
5,1597235873158018900,1597235873157933900,0.03589932,-0.00389928,-0.99934781,0.23554814,-0.99381578,0.10500552,-0.03611033,1.81617808,0.10507783,0.99446398,-0.00010559,1.02532864
5,1597235873166988400,1597235873166729800,0.03595356,-0.00362188,-0.99934691,0.23725998,-0.99380368,0.10511146,-0.03613510,1.81623960,0.10517368,0.99445391,0.00017965,1.02528477
5,1597235873176143100,1597235873175916400,0.03571514,-0.00384095,-0.99935472,0.23883510,-0.99382579,0.10497576,-0.03592104,1.81613886,0.10504597,0.99446738,-0.00006804,1.02530813
5,1597235873184774900,1597235873184706400,0.03587047,-0.00378621,-0.99934936,0.24039614,-0.99381500,0.10502678,-0.03606975,1.81621194,0.10509500,0.99446225,0.00000453,1.02533031
