1576471499232940600,1576474287,400.83569336,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499274172300,1576474287,400.84106445,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499318116300,1576474287,400.86279297,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499360015100,1576474287,400.88479614,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499401733900,1576474287,400.90707397,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499442499200,1576474287,400.93530273,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499483473400,1576474287,400.95822144,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499524429100,1576474287,400.98138428,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499565707300,1576474287,401.00485229,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499605669900,1576474287,401.02859497,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499646544000,1576474287,401.05258179,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499688484600,1576474287,401.07687378,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499729440000,1576474287,401.10144043,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499770305800,1576474287,401.12628174,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499811269300,1576474287,401.15139771,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499852396300,1576474287,401.17681885,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499894369400,1576474287,401.20895386,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499936149000,1576474287,401.23495483,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471499978343900,1576474287,401.26126099,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471500019886200,1576474287,401.28784180,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471500060681000,1576474287,401.31466675,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471500101539600,1576474287,401.34179688,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471500142544400,1576474287,401.36920166,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471500183381800,1576474287,401.40383911,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471500224130400,1576474287,401.43188477,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
1576471500265343300,1576474288,401.46017456,0.00000000,1500.00000000,0.00000000,0.00000000,0.00000000
