RIGHT	1568589166030	0.0160246	0.890177	0.95656	0.783776	-0.0866427	0.61497	0.189168	0.976473	-0.103519	-0.591532	0.197468	0.781726
RIGHT	1568589166033	0.0160679	0.890111	0.956521	0.783781	-0.0866472	0.614963	0.189198	0.976463	-0.103554	-0.591516	0.197513	0.781727
RIGHT	1568589166037	0.0160679	0.890111	0.956521	0.783781	-0.0866472	0.614963	0.189198	0.976463	-0.103554	-0.591516	0.197513	0.781727
RIGHT	1568589166039	0.0160679	0.890111	0.956521	0.783781	-0.0866472	0.614963	0.189198	0.976463	-0.103554	-0.591516	0.197513	0.781727
RIGHT	1568589166041	0.0160683	0.890111	0.95654	0.783771	-0.0866863	0.614971	0.189227	0.976461	-0.103524	-0.591521	0.197508	0.781725
RIGHT	1568589166043	0.0160687	0.89011	0.956539	0.783772	-0.0867049	0.614966	0.18922	0.976466	-0.103487	-0.591521	0.197473	0.781734
RIGHT	1568589166046	0.0160683	0.890111	0.95654	0.783771	-0.0866863	0.614971	0.189227	0.976461	-0.103524	-0.591521	0.197508	0.781725
RIGHT	1568589166049	0.0160687	0.89011	0.956539	0.783772	-0.0867049	0.614966	0.18922	0.976466	-0.103487	-0.591521	0.197473	0.781734
RIGHT	1568589166052	0.0160713	0.890113	0.956543	0.783771	-0.0867011	0.614968	0.189219	0.976466	-0.103491	-0.591523	0.197477	0.781731
RIGHT	1568589166055	0.0160708	0.890113	0.956544	0.783771	-0.0867011	0.614968	0.189232	0.976461	-0.103509	-0.591518	0.197499	0.781729
RIGHT	1568589166057	0.0160713	0.890113	0.956543	0.783771	-0.0867011	0.614968	0.189219	0.976466	-0.103491	-0.591523	0.197477	0.781731
RIGHT	1568589166059	0.0161154	0.890111	0.956552	0.783757	-0.0867232	0.614983	0.18926	0.976457	-0.103503	-0.591528	0.197513	0.781718
RIGHT	1568589166061	0.0161244	0.890113	0.956556	0.783768	-0.0867199	0.61497	0.189257	0.976457	-0.10351	-0.591515	0.197515	0.781727
RIGHT	1568589166063	0.0161244	0.890113	0.956556	0.783768	-0.0867199	0.61497	0.189257	0.976457	-0.10351	-0.591515	0.197515	0.781727
RIGHT	1568589166065	0.0161141	0.890132	0.956564	0.783769	-0.0867162	0.614968	0.189246	0.97646	-0.103501	-0.591516	0.197501	0.78173
RIGHT	1568589166067	0.0161141	0.890132	0.956564	0.783769	-0.0867162	0.614968	0.189246	0.97646	-0.103501	-0.591516	0.197501	0.78173
RIGHT	1568589166071	0.0161144	0.890133	0.956564	0.783766	-0.0867151	0.614972	0.189242	0.976461	-0.103497	-0.591522	0.197496	0.781727
RIGHT	1568589166073	0.0161247	0.890136	0.95657	0.783753	-0.0867029	0.61499	0.189237	0.976461	-0.103502	-0.59154	0.197499	0.781712
RIGHT	1568589166075	0.016128	0.890135	0.956539	0.783751	-0.0867386	0.614989	0.189244	0.976465	-0.103454	-0.591542	0.197465	0.78172
RIGHT	1568589166077	0.016128	0.890135	0.956539	0.783751	-0.0867386	0.614989	0.189244	0.976465	-0.103454	-0.591542	0.197465	0.78172
RIGHT	1568589166079	0.016128	0.890135	0.956539	0.783751	-0.0867386	0.614989	0.189244	0.976465	-0.103454	-0.591542	0.197465	0.78172
RIGHT	1568589166081	0.016128	0.890135	0.956539	0.783751	-0.0867386	0.614989	0.189244	0.976465	-0.103454	-0.591542	0.197465	0.78172
RIGHT	1568589166083	0.0161073	0.890098	0.956564	0.783779	-0.0867153	0.614956	0.189233	0.976463	-0.103492	-0.591507	0.197484	0.781741
RIGHT	1568589166085	0.0161073	0.890098	0.956564	0.783779	-0.0867153	0.614956	0.189233	0.976463	-0.103492	-0.591507	0.197484	0.781741
RIGHT	1568589166087	0.0161071	0.890099	0.956563	0.783764	-0.086694	0.614978	0.189221	0.976464	-0.103501	-0.591532	0.197487	0.781722
RIGHT	1568589166089	0.0161073	0.890098	0.956564	0.783779	-0.0867153	0.614956	0.189233	0.976463	-0.103492	-0.591507	0.197484	0.781741
RIGHT	1568589166091	0.0160827	0.8901	0.956563	0.783763	-0.0866882	0.61498	0.189215	0.976466	-0.103502	-0.591534	0.197484	0.781721
RIGHT	1568589166096	0.0160853	0.890102	0.956569	0.783763	-0.0866882	0.61498	0.189217	0.976465	-0.103504	-0.591534	0.197488	0.78172
RIGHT	1568589166098	0.016055	0.890146	0.956592	0.783762	-0.0866773	0.614982	0.189188	0.976473	-0.103483	-0.591544	0.197453	0.781721
RIGHT	1568589166101	0.0160548	0.890147	0.956592	0.783757	-0.0866757	0.614989	0.189192	0.976471	-0.103489	-0.591549	0.197461	0.781715
RIGHT	1568589166103	0.016055	0.890146	0.956592	0.783762	-0.0866773	0.614982	0.189188	0.976473	-0.103483	-0.591544	0.197453	0.781721
RIGHT	1568589166105	0.0160549	0.890146	0.956592	0.783758	-0.086684	0.614986	0.189194	0.976472	-0.103478	-0.591547	0.197453	0.781718
RIGHT	1568589166108	0.0160559	0.890153	0.956577	0.783739	-0.0867223	0.615005	0.189224	0.97647	-0.103447	-0.591563	0.197449	0.781708
RIGHT	1568589166110	0.0160562	0.890154	0.956577	0.783734	-0.0866946	0.615016	0.189195	0.976475	-0.10345	-0.591579	0.197435	0.781699
RIGHT	1568589166112	0.0160559	0.890154	0.956577	0.783738	-0.0867042	0.61501	0.189206	0.976473	-0.103451	-0.591571	0.197442	0.781703
RIGHT	1568589166114	0.0160562	0.890154	0.956577	0.783734	-0.0866946	0.615016	0.189195	0.976475	-0.10345	-0.591579	0.197435	0.781699
RIGHT	1568589166117	0.0160562	0.890154	0.956577	0.783734	-0.0866946	0.615016	0.189195	0.976475	-0.10345	-0.591579	0.197435	0.781699
RIGHT	1568589166119	0.016053	0.890163	0.956585	0.783733	-0.0866732	0.61502	0.189202	0.976469	-0.103492	-0.591578	0.197473	0.78169
RIGHT	1568589166121	0.0160536	0.890163	0.956585	0.783741	-0.0866832	0.615009	0.189203	0.97647	-0.103482	-0.591568	0.197465	0.7817
RIGHT	1568589166124	0.016053	0.890163	0.956585	0.783733	-0.0866732	0.61502	0.189202	0.976469	-0.103492	-0.591578	0.197473	0.78169
