RIGHT	1568583358848	0.434689	0.885683	0.0285514	0.141246	0.0266601	-0.989615	-0.000615352	0.999639	0.0268423	0.989974	-0.0031824	0.141211
RIGHT	1568583358850	0.434729	0.885689	0.0285535	0.141265	0.0266543	-0.989613	-0.000630962	0.99964	0.0268343	0.989972	-0.00316635	0.141231
RIGHT	1568583358852	0.434729	0.885689	0.0285538	0.141281	0.0266306	-0.989611	-0.000620011	0.99964	0.0268119	0.989969	-0.00317445	0.141246
RIGHT	1568583358854	0.434729	0.885689	0.0285535	0.141265	0.0266543	-0.989613	-0.000630962	0.99964	0.0268343	0.989972	-0.00316635	0.141231
RIGHT	1568583358856	0.434729	0.885689	0.0285538	0.141281	0.0266306	-0.989611	-0.000620011	0.99964	0.0268119	0.989969	-0.00317445	0.141246
RIGHT	1568583358858	0.434714	0.885699	0.0285852	0.141254	0.0266308	-0.989615	-0.00056784	0.99964	0.0268195	0.989973	-0.00322644	0.141219
RIGHT	1568583358861	0.434714	0.885699	0.0285853	0.141285	0.0266512	-0.98961	-0.000580991	0.99964	0.0268383	0.989969	-0.00321689	0.141249
RIGHT	1568583358863	0.434714	0.885699	0.0285853	0.141285	0.0266512	-0.98961	-0.000580991	0.99964	0.0268383	0.989969	-0.00321689	0.141249
RIGHT	1568583358867	0.434713	0.885698	0.0285854	0.141261	0.0266334	-0.989614	-0.000578376	0.99964	0.0268206	0.989972	-0.00321635	0.141226
RIGHT	1568583358869	0.434709	0.885709	0.0285686	0.141293	0.0266573	-0.989609	-0.000556055	0.999639	0.0268481	0.989968	-0.00324318	0.141257
RIGHT	1568583358873	0.43471	0.885708	0.028569	0.141302	0.0266392	-0.989608	-0.000544693	0.99964	0.0268314	0.989966	-0.00325231	0.141266
RIGHT	1568583358875	0.43471	0.885708	0.028569	0.141302	0.0266392	-0.989608	-0.000544693	0.99964	0.0268314	0.989966	-0.00325231	0.141266
